Site,Field,Plot,Treatment,Season,wateringMethod,Arachnida,Nabis,Geocoris,Anthocoridae,Coccinellidae,Ichneumonoidea,Acyrthosiphon,Aphis,Therioaphis,Lygus,Thysanoptera,Other,AllAph,NonAcy,alfalfa_no,alfalfa_const,alfalfa_sig1,alfalfa_sig2,alfalfa_sig3,alfalfa_sig4,alfalfa_sig5,naturalArid_no,naturalArid_const,naturalArid_sig1,naturalArid_sig2,naturalArid_sig3,naturalArid_sig4,naturalArid_sig5,dirt_no,dirt_const,dirt_sig1,dirt_sig2,dirt_sig3,dirt_sig4,dirt_sig5,ag_no,ag_const,ag_sig1,ag_sig2,ag_sig3,ag_sig4,ag_sig5,impermeable_no,impermeable_const,impermeable_sig1,impermeable_sig2,impermeable_sig3,impermeable_sig4,impermeable_sig5,weedy_no,weedy_const,weedy_sig1,weedy_sig2,weedy_sig3,weedy_sig4,weedy_sig5,wet_no,wet_const,wet_sig1,wet_sig2,wet_sig3,wet_sig4,wet_sig5,weedyWet_no,weedyWet_const,weedyWet_sig1,weedyWet_sig2,weedyWet_sig3,weedyWet_sig4,weedyWet_sig5,water_no,water_const,water_sig1,water_sig2,water_sig3,water_sig4,water_sig5,alfalfa_fix_no,alfalfa_fix_const,alfalfa_fix_sig1,alfalfa_fix_sig2,alfalfa_fix_sig3,alfalfa_fix_sig4,alfalfa_fix_sig5,naturalArid_fix_no,naturalArid_fix_const,naturalArid_fix_sig1,naturalArid_fix_sig2,naturalArid_fix_sig3,naturalArid_fix_sig4,naturalArid_fix_sig5,dirt_fix_no,dirt_fix_const,dirt_fix_sig1,dirt_fix_sig2,dirt_fix_sig3,dirt_fix_sig4,dirt_fix_sig5,ag_fix_no,ag_fix_const,ag_fix_sig1,ag_fix_sig2,ag_fix_sig3,ag_fix_sig4,ag_fix_sig5,impermeable_fix_no,impermeable_fix_const,impermeable_fix_sig1,impermeable_fix_sig2,impermeable_fix_sig3,impermeable_fix_sig4,impermeable_fix_sig5,weedy_fix_no,weedy_fix_const,weedy_fix_sig1,weedy_fix_sig2,weedy_fix_sig3,weedy_fix_sig4,weedy_fix_sig5,wet_fix_no,wet_fix_const,wet_fix_sig1,wet_fix_sig2,wet_fix_sig3,wet_fix_sig4,wet_fix_sig5,weedyWet_fix_no,weedyWet_fix_const,weedyWet_fix_sig1,weedyWet_fix_sig2,weedyWet_fix_sig3,weedyWet_fix_sig4,weedyWet_fix_sig5,water_fix_no,water_fix_const,water_fix_sig1,water_fix_sig2,water_fix_sig3,water_fix_sig4,water_fix_sig5,shan,rich,totalCover,fieldId,alfalfaPerim,weedyPerim,naturalAridPerim,wetPerim,agPerim,barePerim,impermeablePerim,surfaceWaterPerim
Yerington,1,1,Pre-,Spring,Sprinklers,0.6666666666666666,0.3333333333333333,0.6666666666666666,7,0,13.333333333333334,1.3333333333333333,0,0,24.333333333333332,5.666666666666667,9,1.3333333333333333,0,80125.30980392161,34802046.72089934,1363.5032291822715,5621.81523599615,19190.475692189433,33806.47243336954,52938.98153968049,69493.16470588237,14508969.63192552,0.00271834390292468,8.682186737787147,1006.9906580234212,4900.227936803725,24420.163955327727,50944.94901960783,14316586.57393035,0.590307171184062,99.66386988775342,2014.3584181666229,9255.630428095217,24980.85014439414,51941.08627450981,15969089.51721364,65.43061712403693,481.06508927654636,2674.1253810322064,11383.91417465681,27963.909942601567,4389.815686274511,1470570.688098004,0.00832984848461591,2.332647578514452,167.528524544437,1091.8720193709198,2679.571484370951,75868.98039215687,27259928.543936424,145.21780782240995,1470.1809555966213,8847.347985299655,21465.457620835197,45981.48081194075,23134.87058823528,8482065.34352895,92.82956941794592,863.9374017995638,3748.545981923459,8006.945228670444,13203.654490228286,99003.85098039215,35741993.88746537,238.04737724035587,2334.1183573961853,12595.893967223114,29472.40284950564,59185.13530216904,99.7254901960784,2131.0673191643123,2.154110327600479e-26,4.4608071587585546e-13,7.344621165541567e-6,0.00713080228635994,2.4897479705238097,103350.7960784314,47497949.166347355,1660.8023043767682,7492.113722932702,24667.97935418877,46598.032794626975,74510.0572531971,69482.16470588237,14504700.74830077,0.00271834390292433,8.6821866188791,1006.9827927280672,4899.1391294812,24410.71701908568,46889.94901960783,12462171.249260325,0.6124626814911813,88.85040374606118,1688.245536259947,7934.863227791311,21335.799765482538,48796.26666666668,14319706.228270203,0.34755109801367184,32.0726018395155,1833.326652337274,9816.594761216029,25240.762608412115,4429.815686274511,1495986.355350119,0.14863581301914747,7.211360980736775,183.85007461668394,1122.3765072820331,2718.4990640956944,61086.32156862745,19184525.23264079,2.9879889231734547,627.1589722747459,5748.7842858149015,13187.49339432543,32044.527277546076,19818.86274509803,6404829.9962100545,2.581968349580791,282.1484656233121,2345.92230970792,5676.689287003447,10069.32946470367,80905.18431372548,25589355.228850845,5.5699572727542455,909.307437898058,8094.706595522821,18864.182681328875,42113.85674224974,99.7254901960784,2131.0673191643123,2.154110327600479e-26,4.4608071587585546e-13,7.344621165541567e-6,0.00713080228635994,2.4897479705238097,NA,NA,NA,9,48601.6610924179,159169.94620374835,53142.4583378654,72996.86594848613,82035.696211017,73884.04678801005,22984.840407011634,613.9626912270611
Yerington,1,2,Pre-,Spring,Sprinklers,0.3333333333333333,0,2,1.6666666666666667,2.3333333333333335,52,0.3333333333333333,0.3333333333333333,0,15,1.3333333333333333,26.333333333333332,0.6666666666666666,0.3333333333333333,80125.30980392161,34802046.72089934,1363.5032291822715,5621.81523599615,19190.475692189433,33806.47243336954,52938.98153968049,69493.16470588237,14508969.63192552,0.00271834390292468,8.682186737787147,1006.9906580234212,4900.227936803725,24420.163955327727,50944.94901960783,14316586.57393035,0.590307171184062,99.66386988775342,2014.3584181666229,9255.630428095217,24980.85014439414,51941.08627450981,15969089.51721364,65.43061712403693,481.06508927654636,2674.1253810322064,11383.91417465681,27963.909942601567,4389.815686274511,1470570.688098004,0.00832984848461591,2.332647578514452,167.528524544437,1091.8720193709198,2679.571484370951,75868.98039215687,27259928.543936424,145.21780782240995,1470.1809555966213,8847.347985299655,21465.457620835197,45981.48081194075,23134.87058823528,8482065.34352895,92.82956941794592,863.9374017995638,3748.545981923459,8006.945228670444,13203.654490228286,99003.85098039215,35741993.88746537,238.04737724035587,2334.1183573961853,12595.893967223114,29472.40284950564,59185.13530216904,99.7254901960784,2131.0673191643123,2.154110327600479e-26,4.4608071587585546e-13,7.344621165541567e-6,0.00713080228635994,2.4897479705238097,103350.7960784314,47497949.166347355,1660.8023043767682,7492.113722932702,24667.97935418877,46598.032794626975,74510.0572531971,69482.16470588237,14504700.74830077,0.00271834390292433,8.6821866188791,1006.9827927280672,4899.1391294812,24410.71701908568,46889.94901960783,12462171.249260325,0.6124626814911813,88.85040374606118,1688.245536259947,7934.863227791311,21335.799765482538,48796.26666666668,14319706.228270203,0.34755109801367184,32.0726018395155,1833.326652337274,9816.594761216029,25240.762608412115,4429.815686274511,1495986.355350119,0.14863581301914747,7.211360980736775,183.85007461668394,1122.3765072820331,2718.4990640956944,61086.32156862745,19184525.23264079,2.9879889231734547,627.1589722747459,5748.7842858149015,13187.49339432543,32044.527277546076,19818.86274509803,6404829.9962100545,2.581968349580791,282.1484656233121,2345.92230970792,5676.689287003447,10069.32946470367,80905.18431372548,25589355.228850845,5.5699572727542455,909.307437898058,8094.706595522821,18864.182681328875,42113.85674224974,99.7254901960784,2131.0673191643123,2.154110327600479e-26,4.4608071587585546e-13,7.344621165541567e-6,0.00713080228635994,2.4897479705238097,NA,NA,NA,9,48601.6610924179,159169.94620374835,53142.4583378654,72996.86594848613,82035.696211017,73884.04678801005,22984.840407011634,613.9626912270611
Yerington,1,3,Pre-,Spring,Sprinklers,0.3333333333333333,0,0.3333333333333333,5.333333333333333,0,45.666666666666664,0,0,0,22.333333333333332,0.6666666666666666,12.666666666666666,0,0,80125.30980392161,34802046.72089934,1363.5032291822715,5621.81523599615,19190.475692189433,33806.47243336954,52938.98153968049,69493.16470588237,14508969.63192552,0.00271834390292468,8.682186737787147,1006.9906580234212,4900.227936803725,24420.163955327727,50944.94901960783,14316586.57393035,0.590307171184062,99.66386988775342,2014.3584181666229,9255.630428095217,24980.85014439414,51941.08627450981,15969089.51721364,65.43061712403693,481.06508927654636,2674.1253810322064,11383.91417465681,27963.909942601567,4389.815686274511,1470570.688098004,0.00832984848461591,2.332647578514452,167.528524544437,1091.8720193709198,2679.571484370951,75868.98039215687,27259928.543936424,145.21780782240995,1470.1809555966213,8847.347985299655,21465.457620835197,45981.48081194075,23134.87058823528,8482065.34352895,92.82956941794592,863.9374017995638,3748.545981923459,8006.945228670444,13203.654490228286,99003.85098039215,35741993.88746537,238.04737724035587,2334.1183573961853,12595.893967223114,29472.40284950564,59185.13530216904,99.7254901960784,2131.0673191643123,2.154110327600479e-26,4.4608071587585546e-13,7.344621165541567e-6,0.00713080228635994,2.4897479705238097,103350.7960784314,47497949.166347355,1660.8023043767682,7492.113722932702,24667.97935418877,46598.032794626975,74510.0572531971,69482.16470588237,14504700.74830077,0.00271834390292433,8.6821866188791,1006.9827927280672,4899.1391294812,24410.71701908568,46889.94901960783,12462171.249260325,0.6124626814911813,88.85040374606118,1688.245536259947,7934.863227791311,21335.799765482538,48796.26666666668,14319706.228270203,0.34755109801367184,32.0726018395155,1833.326652337274,9816.594761216029,25240.762608412115,4429.815686274511,1495986.355350119,0.14863581301914747,7.211360980736775,183.85007461668394,1122.3765072820331,2718.4990640956944,61086.32156862745,19184525.23264079,2.9879889231734547,627.1589722747459,5748.7842858149015,13187.49339432543,32044.527277546076,19818.86274509803,6404829.9962100545,2.581968349580791,282.1484656233121,2345.92230970792,5676.689287003447,10069.32946470367,80905.18431372548,25589355.228850845,5.5699572727542455,909.307437898058,8094.706595522821,18864.182681328875,42113.85674224974,99.7254901960784,2131.0673191643123,2.154110327600479e-26,4.4608071587585546e-13,7.344621165541567e-6,0.00713080228635994,2.4897479705238097,NA,NA,NA,9,48601.6610924179,159169.94620374835,53142.4583378654,72996.86594848613,82035.696211017,73884.04678801005,22984.840407011634,613.9626912270611
Yerington,2,1,Pre-,Spring,Flooding,0.6666666666666666,0.3333333333333333,2.3333333333333335,3.3333333333333335,1,15.333333333333334,7.666666666666667,0,0,0.3333333333333333,8,10,7.666666666666667,0,68371.11764705884,22443109.07218404,152.42201566851784,1545.3129977059862,8145.585138816009,17139.85438455749,36400.99270836582,21701.77647058824,4492013.27541665,23.743699699601112,370.9509713015205,1829.4656253839112,3205.628868303404,6292.126221399825,53413.168627451,18780122.3463351,427.1848441604585,2145.56682645648,7343.2436893545755,15532.680138424297,29889.20599727203,97833.08627450989,34994703.864072904,110.75301573346704,1370.7789927393965,11105.714598572218,28579.55429647747,58821.17662049162,7870.035294117649,2493485.7555720904,23.615710888850728,185.07476097811875,651.9045875522236,1772.761991354101,4114.702457400102,40896.384313725495,15517672.034451565,844.814460338526,2398.8811140955986,5352.713756393851,12401.973497232697,25836.088905140383,16718.270588235297,5068753.949843278,40.05666210023457,320.3756312274722,1115.1896514828263,3371.193793853309,8634.898258708288,57614.65490196079,20586425.984294843,884.8711224387606,2719.256745323071,6467.903407876678,15773.167291086007,34470.98716384867,1318.3529411764705,656063.5985049234,43.146599625553414,157.1881989992002,356.99246707636615,652.3273478876207,1014.2943241760734,75094.11764705884,26534742.562761866,792.5810409049741,3003.5864356599104,10963.986266909502,21478.294810704418,42335.23628940088,21701.77647058824,4492013.27541665,23.743699699601112,370.9509713015205,1829.4656253839112,3205.628868303404,6292.126221399825,53292.168627451,18664635.944976788,331.97790221779303,2024.43404153864,7224.159704356867,15413.623974910486,29768.5789380025,97183.08627450989,34702786.746898174,35.446879290466114,1262.1406614063337,10981.948382224064,28389.079558459,58345.94053090267,7861.035294117649,2490813.1274489267,23.615710888850728,185.07476097589495,651.9039631489904,1772.6094912749825,4109.197364118269,35967.384313725495,12249866.530453522,362.6881215483352,1164.5230327245545,2820.042472167978,8662.617754373252,21300.68952546825,15683.270588235291,4635118.2928086575,38.45512507915083,305.69522933354995,1051.3381071811743,3060.795331373619,7816.423087188244,51650.654901960785,16884984.823262177,401.143246627486,1470.2182620581043,3871.380579349152,11723.41308574687,29117.112612656492,1318.3529411764705,656063.5985049234,43.146599625553414,157.1881989992002,356.99246707636615,652.3273478876207,1014.2943241760734,NA,NA,NA,10,43684.98718578397,98084.62651038023,38996.996452608655,54146.98065674161,64363.377366975415,86941.11267232434,35700.87730538802,7937.189020806091
Yerington,2,2,Pre-,Spring,Flooding,0,0.6666666666666666,2.3333333333333335,4.666666666666667,2,25.666666666666668,6.666666666666667,0,0,3,42,5,6.666666666666667,0,68371.11764705884,22443109.07218404,152.42201566851784,1545.3129977059862,8145.585138816009,17139.85438455749,36400.99270836582,21701.77647058824,4492013.27541665,23.743699699601112,370.9509713015205,1829.4656253839112,3205.628868303404,6292.126221399825,53413.168627451,18780122.3463351,427.1848441604585,2145.56682645648,7343.2436893545755,15532.680138424297,29889.20599727203,97833.08627450989,34994703.864072904,110.75301573346704,1370.7789927393965,11105.714598572218,28579.55429647747,58821.17662049162,7870.035294117649,2493485.7555720904,23.615710888850728,185.07476097811875,651.9045875522236,1772.761991354101,4114.702457400102,40896.384313725495,15517672.034451565,844.814460338526,2398.8811140955986,5352.713756393851,12401.973497232697,25836.088905140383,16718.270588235297,5068753.949843278,40.05666210023457,320.3756312274722,1115.1896514828263,3371.193793853309,8634.898258708288,57614.65490196079,20586425.984294843,884.8711224387606,2719.256745323071,6467.903407876678,15773.167291086007,34470.98716384867,1318.3529411764705,656063.5985049234,43.146599625553414,157.1881989992002,356.99246707636615,652.3273478876207,1014.2943241760734,75094.11764705884,26534742.562761866,792.5810409049741,3003.5864356599104,10963.986266909502,21478.294810704418,42335.23628940088,21701.77647058824,4492013.27541665,23.743699699601112,370.9509713015205,1829.4656253839112,3205.628868303404,6292.126221399825,53292.168627451,18664635.944976788,331.97790221779303,2024.43404153864,7224.159704356867,15413.623974910486,29768.5789380025,97183.08627450989,34702786.746898174,35.446879290466114,1262.1406614063337,10981.948382224064,28389.079558459,58345.94053090267,7861.035294117649,2490813.1274489267,23.615710888850728,185.07476097589495,651.9039631489904,1772.6094912749825,4109.197364118269,35967.384313725495,12249866.530453522,362.6881215483352,1164.5230327245545,2820.042472167978,8662.617754373252,21300.68952546825,15683.270588235291,4635118.2928086575,38.45512507915083,305.69522933354995,1051.3381071811743,3060.795331373619,7816.423087188244,51650.654901960785,16884984.823262177,401.143246627486,1470.2182620581043,3871.380579349152,11723.41308574687,29117.112612656492,1318.3529411764705,656063.5985049234,43.146599625553414,157.1881989992002,356.99246707636615,652.3273478876207,1014.2943241760734,NA,NA,NA,10,43684.98718578397,98084.62651038023,38996.996452608655,54146.98065674161,64363.377366975415,86941.11267232434,35700.87730538802,7937.189020806091
Yerington,2,3,Pre-,Spring,Flooding,1,0.6666666666666666,2.3333333333333335,6.333333333333333,0.6666666666666666,32.333333333333336,14,0.3333333333333333,0,3.6666666666666665,56.666666666666664,7.666666666666667,14.333333333333334,0.3333333333333333,68371.11764705884,22443109.07218404,152.42201566851784,1545.3129977059862,8145.585138816009,17139.85438455749,36400.99270836582,21701.77647058824,4492013.27541665,23.743699699601112,370.9509713015205,1829.4656253839112,3205.628868303404,6292.126221399825,53413.168627451,18780122.3463351,427.1848441604585,2145.56682645648,7343.2436893545755,15532.680138424297,29889.20599727203,97833.08627450989,34994703.864072904,110.75301573346704,1370.7789927393965,11105.714598572218,28579.55429647747,58821.17662049162,7870.035294117649,2493485.7555720904,23.615710888850728,185.07476097811875,651.9045875522236,1772.761991354101,4114.702457400102,40896.384313725495,15517672.034451565,844.814460338526,2398.8811140955986,5352.713756393851,12401.973497232697,25836.088905140383,16718.270588235297,5068753.949843278,40.05666210023457,320.3756312274722,1115.1896514828263,3371.193793853309,8634.898258708288,57614.65490196079,20586425.984294843,884.8711224387606,2719.256745323071,6467.903407876678,15773.167291086007,34470.98716384867,1318.3529411764705,656063.5985049234,43.146599625553414,157.1881989992002,356.99246707636615,652.3273478876207,1014.2943241760734,75094.11764705884,26534742.562761866,792.5810409049741,3003.5864356599104,10963.986266909502,21478.294810704418,42335.23628940088,21701.77647058824,4492013.27541665,23.743699699601112,370.9509713015205,1829.4656253839112,3205.628868303404,6292.126221399825,53292.168627451,18664635.944976788,331.97790221779303,2024.43404153864,7224.159704356867,15413.623974910486,29768.5789380025,97183.08627450989,34702786.746898174,35.446879290466114,1262.1406614063337,10981.948382224064,28389.079558459,58345.94053090267,7861.035294117649,2490813.1274489267,23.615710888850728,185.07476097589495,651.9039631489904,1772.6094912749825,4109.197364118269,35967.384313725495,12249866.530453522,362.6881215483352,1164.5230327245545,2820.042472167978,8662.617754373252,21300.68952546825,15683.270588235291,4635118.2928086575,38.45512507915083,305.69522933354995,1051.3381071811743,3060.795331373619,7816.423087188244,51650.654901960785,16884984.823262177,401.143246627486,1470.2182620581043,3871.380579349152,11723.41308574687,29117.112612656492,1318.3529411764705,656063.5985049234,43.146599625553414,157.1881989992002,356.99246707636615,652.3273478876207,1014.2943241760734,NA,NA,NA,10,43684.98718578397,98084.62651038023,38996.996452608655,54146.98065674161,64363.377366975415,86941.11267232434,35700.87730538802,7937.189020806091
Yerington,3,1,Pre-,Spring,Flooding,0.3333333333333333,0,1.3333333333333333,3,1.6666666666666667,7.333333333333333,3.3333333333333335,0,0,2.3333333333333335,15.333333333333334,9.666666666666666,3.3333333333333335,0,65467.098039215685,28861522.96869895,430.54325435873415,3172.151557289545,14991.044318849938,28817.726188772762,45566.68554290593,42839.16078431374,17694892.771780707,77.50112511488825,1253.962032951459,8860.877992595446,18464.254019553744,27399.99230653196,105821.75686274514,26693025.310984924,154.80860075292316,635.9706686441021,3162.9786260338865,12735.030412135366,46187.468091986004,30692.498039215705,7797934.750823285,233.86642490831184,536.2696541291133,1493.12493241081,4493.277907278772,12882.720982037088,11849.40784313726,3169658.262137826,107.01296590988521,270.144389128699,578.5825241233899,1568.053980240523,5354.945337610351,51165.27058823533,17124209.141881507,404.8525815845023,1846.5040936164896,5283.392406552352,12820.693935690842,28274.959006973553,13853.843137254902,5392424.556360601,258.8268520351483,810.3855593989522,2494.658127236172,4839.648670303758,8468.602383900967,65019.113725490235,22516633.69824211,663.6794336196506,2656.8896530154416,7778.050533788524,17660.3426059946,36743.56139087452,646.6666666666666,145202.89543490074,2.408797520638469e-13,1.0191153973173464e-5,0.27741415442815404,25.87786060509389,256.7299643779942,75075.09019607844,32788426.056935348,1002.0521173554912,4305.150628027474,17202.05471019613,32435.73689373081,51471.57436133886,42839.16078431374,17694892.771780707,77.50112511488825,1253.962032951459,8860.877992595446,18464.254019553744,27399.99230653196,105460.75686274515,26652157.359354362,154.90338107168506,638.3632697471717,3162.7374320639883,12732.99810427108,46126.19371415239,29432.85882352943,7269846.27646238,10.95765618241189,190.70332869013757,1051.7806422859544,3976.4631912819705,12271.151520578074,11854.74509803922,3164734.275677179,107.0129657921081,270.13646251126033,574.6215389741518,1559.3628489184937,5346.879638783001,45109.631372549055,14618287.7310813,221.61881143653056,1417.4831060531722,4277.788146137812,10677.571534556702,24104.44273313106,11767.792156862746,4534490.432200315,93.3657477112624,449.58912717747785,1734.798195779006,3892.193394594673,7402.683746719208,56877.4235294118,19152778.163281616,314.984559147793,1867.07223323065,6012.586341916818,14569.764929151375,31507.12647985027,646.6666666666666,145202.89543490074,2.408797520638469e-13,1.0191153973173464e-5,0.27741415442815404,25.87786060509389,256.7299643779942,NA,NA,NA,11,39234.512589768645,125011.66166358131,52322.86667670295,44793.072106442014,53029.207708597,105025.95699995002,37777.77324978519,3895.3906831960417
Yerington,3,2,Pre-,Spring,Flooding,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.3333333333333333,2,10.666666666666666,5.333333333333333,0,0,8.333333333333334,27.333333333333332,15,5.333333333333333,0,65467.098039215685,28861522.96869895,430.54325435873415,3172.151557289545,14991.044318849938,28817.726188772762,45566.68554290593,42839.16078431374,17694892.771780707,77.50112511488825,1253.962032951459,8860.877992595446,18464.254019553744,27399.99230653196,105821.75686274514,26693025.310984924,154.80860075292316,635.9706686441021,3162.9786260338865,12735.030412135366,46187.468091986004,30692.498039215705,7797934.750823285,233.86642490831184,536.2696541291133,1493.12493241081,4493.277907278772,12882.720982037088,11849.40784313726,3169658.262137826,107.01296590988521,270.144389128699,578.5825241233899,1568.053980240523,5354.945337610351,51165.27058823533,17124209.141881507,404.8525815845023,1846.5040936164896,5283.392406552352,12820.693935690842,28274.959006973553,13853.843137254902,5392424.556360601,258.8268520351483,810.3855593989522,2494.658127236172,4839.648670303758,8468.602383900967,65019.113725490235,22516633.69824211,663.6794336196506,2656.8896530154416,7778.050533788524,17660.3426059946,36743.56139087452,646.6666666666666,145202.89543490074,2.408797520638469e-13,1.0191153973173464e-5,0.27741415442815404,25.87786060509389,256.7299643779942,75075.09019607844,32788426.056935348,1002.0521173554912,4305.150628027474,17202.05471019613,32435.73689373081,51471.57436133886,42839.16078431374,17694892.771780707,77.50112511488825,1253.962032951459,8860.877992595446,18464.254019553744,27399.99230653196,105460.75686274515,26652157.359354362,154.90338107168506,638.3632697471717,3162.7374320639883,12732.99810427108,46126.19371415239,29432.85882352943,7269846.27646238,10.95765618241189,190.70332869013757,1051.7806422859544,3976.4631912819705,12271.151520578074,11854.74509803922,3164734.275677179,107.0129657921081,270.13646251126033,574.6215389741518,1559.3628489184937,5346.879638783001,45109.631372549055,14618287.7310813,221.61881143653056,1417.4831060531722,4277.788146137812,10677.571534556702,24104.44273313106,11767.792156862746,4534490.432200315,93.3657477112624,449.58912717747785,1734.798195779006,3892.193394594673,7402.683746719208,56877.4235294118,19152778.163281616,314.984559147793,1867.07223323065,6012.586341916818,14569.764929151375,31507.12647985027,646.6666666666666,145202.89543490074,2.408797520638469e-13,1.0191153973173464e-5,0.27741415442815404,25.87786060509389,256.7299643779942,NA,NA,NA,11,39234.512589768645,125011.66166358131,52322.86667670295,44793.072106442014,53029.207708597,105025.95699995002,37777.77324978519,3895.3906831960417
Yerington,3,3,Pre-,Spring,Flooding,0.3333333333333333,0.3333333333333333,6,2,1.6666666666666667,17.333333333333332,5,0,0,9,47,6.333333333333333,5,0,65467.098039215685,28861522.96869895,430.54325435873415,3172.151557289545,14991.044318849938,28817.726188772762,45566.68554290593,42839.16078431374,17694892.771780707,77.50112511488825,1253.962032951459,8860.877992595446,18464.254019553744,27399.99230653196,105821.75686274514,26693025.310984924,154.80860075292316,635.9706686441021,3162.9786260338865,12735.030412135366,46187.468091986004,30692.498039215705,7797934.750823285,233.86642490831184,536.2696541291133,1493.12493241081,4493.277907278772,12882.720982037088,11849.40784313726,3169658.262137826,107.01296590988521,270.144389128699,578.5825241233899,1568.053980240523,5354.945337610351,51165.27058823533,17124209.141881507,404.8525815845023,1846.5040936164896,5283.392406552352,12820.693935690842,28274.959006973553,13853.843137254902,5392424.556360601,258.8268520351483,810.3855593989522,2494.658127236172,4839.648670303758,8468.602383900967,65019.113725490235,22516633.69824211,663.6794336196506,2656.8896530154416,7778.050533788524,17660.3426059946,36743.56139087452,646.6666666666666,145202.89543490074,2.408797520638469e-13,1.0191153973173464e-5,0.27741415442815404,25.87786060509389,256.7299643779942,75075.09019607844,32788426.056935348,1002.0521173554912,4305.150628027474,17202.05471019613,32435.73689373081,51471.57436133886,42839.16078431374,17694892.771780707,77.50112511488825,1253.962032951459,8860.877992595446,18464.254019553744,27399.99230653196,105460.75686274515,26652157.359354362,154.90338107168506,638.3632697471717,3162.7374320639883,12732.99810427108,46126.19371415239,29432.85882352943,7269846.27646238,10.95765618241189,190.70332869013757,1051.7806422859544,3976.4631912819705,12271.151520578074,11854.74509803922,3164734.275677179,107.0129657921081,270.13646251126033,574.6215389741518,1559.3628489184937,5346.879638783001,45109.631372549055,14618287.7310813,221.61881143653056,1417.4831060531722,4277.788146137812,10677.571534556702,24104.44273313106,11767.792156862746,4534490.432200315,93.3657477112624,449.58912717747785,1734.798195779006,3892.193394594673,7402.683746719208,56877.4235294118,19152778.163281616,314.984559147793,1867.07223323065,6012.586341916818,14569.764929151375,31507.12647985027,646.6666666666666,145202.89543490074,2.408797520638469e-13,1.0191153973173464e-5,0.27741415442815404,25.87786060509389,256.7299643779942,NA,NA,NA,11,39234.512589768645,125011.66166358131,52322.86667670295,44793.072106442014,53029.207708597,105025.95699995002,37777.77324978519,3895.3906831960417
Minden,1,1,Pre-,Spring,Sprinklers,0,0,0.6666666666666666,2.6666666666666665,0.3333333333333333,0.3333333333333333,2.3333333333333335,0,0.6666666666666666,2,39.333333333333336,59,3,0.6666666666666666,163711.7176470589,69349143.46911193,1661.8278266859518,7698.168878274929,28548.042412985207,64802.58990455838,113697.10658001064,5243.780392156863,1430798.5201976278,0.12503555989451542,71.90470809429989,545.674164238383,1042.8738885165008,2214.2911823424593,35086.93725490196,8778204.714166064,0.044895266173717883,44.87459655535033,951.6790204996304,4046.947634344101,14681.629149745677,23132.800000000003,4354675.565959495,6.90179046726022e-5,0.3084646137976484,39.102314888509255,953.0639666226764,7760.960710331487,6592.333333333331,2750197.4450073414,0.13166314633091042,72.27230629424997,674.4715704347861,2251.1257987715335,4958.039641044657,87210.47058823532,19839672.83920479,1.420729214034295,304.2758657483806,2776.1739209025222,8250.753288838887,32479.53749912787,17407.996078431373,4447761.078479433,0.7900521309039362,219.70307599916077,1565.9358393212456,2776.188569628773,7019.522487463986,104618.46666666669,24287433.91768422,2.210781344938231,523.9789417475414,4342.109760223768,11026.94185846766,39499.059986591856,1794.6039215686274,703349.8155481258,0.0738160505240062,43.56553592773174,313.10393871603725,657.5230819010385,1147.3883045805528,165232.7176470589,70313775.15918192,1663.4068461092645,7912.323673379928,29280.033632604147,65915.12103125929,115103.2680752414,5243.780392156863,1430798.5201976278,0.12503555989451542,71.90470809429989,545.674164238383,1042.8738885165008,2214.2911823424593,35097.93725490196,8786856.023122774,0.06104362812761661,49.38306650615195,962.8087552646119,4055.9354765788853,14691.70557666539,23131.800000000003,4354152.280252217,6.901790438292301e-5,0.3084625032743745,39.08281889150006,952.4495977639288,7759.981561251176,6591.333333333331,2749679.677942346,0.13166314633071355,72.27230460177722,674.454544142711,2250.5378865379153,4957.062250763001,85856.4705882353,19007719.21849188,0.27755365349397326,152.50015480913143,2183.127194617705,7298.635405545849,31239.13893057345,17230.996078431377,4306949.467230515,0.33805990617802356,152.8155235751198,1415.878637514286,2607.3753962198057,6844.660524149979,103087.46666666667,23314668.685722392,0.6156135596719968,305.3156783842512,3599.005832131991,9906.010801765655,38083.79945472343,1794.6039215686274,703349.8155481258,0.0738160505240062,43.56553592773174,313.10393871603725,657.5230819010385,1147.3883045805528,0.8822324014349929,3.6666666666666665,23.666666666666668,0,23135.212134569363,134283.77789232056,15459.037754516014,61398.16397096365,52535.71459823653,56227.734606418395,21875.12591117853,10835.456573848058
